isbn,title,author,publicationyear,bookimage,numpages,rating,genre,bookurl,language,price,,,,,,,
2070388735,Au Revoir Les Enfants,Louis Malle,1998,http://images.amazon.com/images/P/2070388735.01.LZZZZZZZ.jpg,166,3.82,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.13,,,,,,,
044840947X,Cowboys (All Aboard Books),Lucille Recht Penner,1995,http://images.amazon.com/images/P/044840947X.01.LZZZZZZZ.jpg,32,3.97,History,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.22,,,,,,,
006029194X,It's Raining Pigs &amp; Noodles,Jack Prelutsky,2000,http://images.amazon.com/images/P/006029194X.01.LZZZZZZZ.jpg,160,4.13,Non Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.26,,,,,,,
1865085197,The Story of Rats: Their Impact on Us and Our Impact on Them,S. A. Barnett,2002,http://images.amazon.com/images/P/1865085197.01.LZZZZZZZ.jpg,216,3.58,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.23,,,,,,,
078214201X,Mastering Delphi 7,Marco Cantu,2003,http://images.amazon.com/images/P/078214201X.01.LZZZZZZZ.jpg,1011,3.95,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.92,,,,,,,
1572319658,Learn Microsoft Visual C++ 6.0 Now (Learn Now),Chuck Sphar,1999,http://images.amazon.com/images/P/1572319658.01.LZZZZZZZ.jpg,500,4,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.45,,,,,,,
1400032725,How the Universe Got Its Spots: Diary of a Finite Time in a Finite Space,Janna Levin,2003,http://images.amazon.com/images/P/1400032725.01.LZZZZZZZ.jpg,240,3.94,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.1,,,,,,,
080360162X,The Patient's Voice: Experiences of Illness,Jeanine Young-Mason,1997,http://images.amazon.com/images/P/080360162X.01.LZZZZZZZ.jpg,197,3.86,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.64,,,,,,,
1551667193,311 Pelican Court,Debbie Macomber,2003,http://images.amazon.com/images/P/1551667193.01.LZZZZZZZ.jpg,377,4.15,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.55,,,,,,,
013087552X,Immagini del Novecento Italiano,Frassica,1987,http://images.amazon.com/images/P/013087552X.01.LZZZZZZZ.jpg,179,3,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.27,,,,,,,
1879181037,The Woman With the Alabaster Jar: Mary Magdalen and the Holy Grail,Margaret Starbird,1993,http://images.amazon.com/images/P/1879181037.01.LZZZZZZZ.jpg,240,3.9,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.51,,,,,,,
1903402794,Book of Useless Information,Waterhouse,2002,http://images.amazon.com/images/P/1903402794.01.LZZZZZZZ.jpg,400,3.27,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.64,,,,,,,
1567993869,Lucy: A Life in Pictures,Tim Frew,1996,http://images.amazon.com/images/P/1567993869.01.LZZZZZZZ.jpg,96,4.14,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.82,,,,,,,
055358412X,Beach Roses,Jean Stone,2003,http://images.amazon.com/images/P/055358412X.01.LZZZZZZZ.jpg,336,3.83,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.42,,,,,,,
037383571X,Dark Angel,Lynne Graham,2003,http://images.amazon.com/images/P/037383571X.01.LZZZZZZZ.jpg,304,3.57,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.85,,,,,,,
1551665549,Snow In September,Rachel Lee,2000,http://images.amazon.com/images/P/1551665549.01.LZZZZZZZ.jpg,376,3.79,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.4,,,,,,,
155166660X,Final Exit,Laurie Breton,2003,http://images.amazon.com/images/P/155166660X.01.LZZZZZZZ.jpg,376,4.02,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.99,,,,,,,
1573222364,Good Morning Midnight: Life and Death in the Wild,Chip Brown,2003,http://images.amazon.com/images/P/1573222364.01.LZZZZZZZ.jpg,320,3.73,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.39,,,,,,,
088070747X,Love Song (Palisades Pure Romance),Sharon Gillenwater,1995,http://images.amazon.com/images/P/088070747X.01.LZZZZZZZ.jpg,246,4.23,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.33,,,,,,,
1565924347,MySQL and mSQL,Randy Jay Yarger,1999,http://images.amazon.com/images/P/1565924347.01.LZZZZZZZ.jpg,502,3.1,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.46,,,,,,,
1878067028,Vital Lies,Ellen Hart,1991,http://images.amazon.com/images/P/1878067028.01.LZZZZZZZ.jpg,232,3.87,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.32,,,,,,,
1589199707,In the Chat Room With God,Todd Hafer,2002,http://images.amazon.com/images/P/1589199707.01.LZZZZZZZ.jpg,248,3.62,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.9,,,,,,,
1565922220,Sendmail,Bryan Costales,1997,http://images.amazon.com/images/P/1565922220.01.LZZZZZZZ.jpg,1050,3.73,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.95,,,,,,,
1551665182,Stud,Barbara Delinsky,1999,http://images.amazon.com/images/P/1551665182.01.LZZZZZZZ.jpg,256,3.56,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.31,,,,,,,
006101432X,Every Move She Makes,Robin Burcell,1999,http://images.amazon.com/images/P/006101432X.01.LZZZZZZZ.jpg,400,3.8,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.91,,,,,,,
037321829X,Body of Evidence,Joan Elliot Pickart,2003,http://images.amazon.com/images/P/037321829X.01.LZZZZZZZ.jpg,384,2.92,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.38,,,,,,,
1565922697,Web Security &amp; Commerce (O'Reilly Nutshell),Simson Garfinkel,1997,http://images.amazon.com/images/P/1565922697.01.LZZZZZZZ.jpg,506,3.46,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.47,,,,,,,
044021596X,Heartbreaker,KAREN ROBARDS,1998,http://images.amazon.com/images/P/044021596X.01.LZZZZZZZ.jpg,400,3.78,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.85,,,,,,,
1551661756,Dream Comes True,Barbara Delinksy,1996,http://images.amazon.com/images/P/1551661756.01.LZZZZZZZ.jpg,256,3.9,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.65,,,,,,,
1565923588,VB and VBA in a Nutshell: The Languages,Paul Lomax,1998,http://images.amazon.com/images/P/1565923588.01.LZZZZZZZ.jpg,652,3.63,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.42,,,,,,,
038089968X,Chain Letter (Avon Camelot Books (Paperback)),Christopher Pike,1986,http://images.amazon.com/images/P/038089968X.01.LZZZZZZZ.jpg,192,3.64,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.98,,,,,,,
1551664143,Perfect Family,Penny Jordan,1998,http://images.amazon.com/images/P/1551664143.01.LZZZZZZZ.jpg,378,3.54,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.45,,,,,,,
1551668513,Wedding Night,Jayne Ann Krentz,2001,http://images.amazon.com/images/P/1551668513.01.LZZZZZZZ.jpg,256,3.45,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.94,,,,,,,
1551665859,Fit For A King (Mira),Diana Palmer,2000,http://images.amazon.com/images/P/1551665859.01.LZZZZZZZ.jpg,256,3.89,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.31,,,,,,,
1551664887,Fever,Elizabeth Lowell,1999,http://images.amazon.com/images/P/1551664887.01.LZZZZZZZ.jpg,256,3.63,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.71,,,,,,,
067102180X,Simple Gifts : Four Heartwarming Christmas Stories,Judith McNaught,1998,http://images.amazon.com/images/P/067102180X.01.LZZZZZZZ.jpg,320,4.01,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.26,,,,,,,
078600018X,Dangerous Illusions,Amanda Scott,1997,http://images.amazon.com/images/P/078600018X.01.LZZZZZZZ.jpg,448,3.7,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.63,,,,,,,
1565924215,Year 2000 in a Nutshell (Nutshell Handbook),Norman Shakespeare,1998,http://images.amazon.com/images/P/1565924215.01.LZZZZZZZ.jpg,327,0,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.67,,,,,,,
061819679X,Paddington Helps Out: Revised Edition,Michael Bond,2002,http://images.amazon.com/images/P/061819679X.01.LZZZZZZZ.jpg,144,4.22,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.86,,,,,,,
188322067X,The Dandelion Seed,Joseph P. Anthony,1997,http://images.amazon.com/images/P/188322067X.01.LZZZZZZZ.jpg,32,4.27,Non Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.44,,,,,,,
067974388X,The Tightwad Gazette: Promoting Thrift As a Viable Alternative Lifestyle,Amy Dacyczyn,1993,http://images.amazon.com/images/P/067974388X.01.LZZZZZZZ.jpg,307,4.09,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.04,,,,,,,
1567999794,Cottage Living: Creating Comfortable Country Retreats,Ellen Plante,2000,http://images.amazon.com/images/P/1567999794.01.LZZZZZZZ.jpg,160,3.88,Arts & Crafts,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.77,,,,,,,
055305094X,Dancing in the Light,Shirley MacLaine,1985,http://images.amazon.com/images/P/055305094X.01.LZZZZZZZ.jpg,421,4,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.28,,,,,,,
1565922433,Perl Cookbook,Tom Christiansen,1998,http://images.amazon.com/images/P/1565922433.01.LZZZZZZZ.jpg,791,4.01,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.22,,,,,,,
067187246X,STRESS AND MARRIAGE : Reporting from a Militant Middle East,Lyle H. Miller,1996,http://images.amazon.com/images/P/067187246X.01.LZZZZZZZ.jpg,318,0,Social Science,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.18,,,,,,,
1551668823,Cypress Point,Diane Chamberlain,2002,http://images.amazon.com/images/P/1551668823.01.LZZZZZZZ.jpg,384,3.99,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.65,,,,,,,
1551668874,Heartbreaker,Linda Howard,2002,http://images.amazon.com/images/P/1551668874.01.LZZZZZZZ.jpg,256,3.87,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.68,,,,,,,
039914014X,Home Song,Lavyrle Spencer,1995,http://images.amazon.com/images/P/039914014X.01.LZZZZZZZ.jpg,366,3.83,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.68,,,,,,,
1565122615,A Perfect Arrangement,Suzanne Berne,2001,http://images.amazon.com/images/P/1565122615.01.LZZZZZZZ.jpg,301,2.93,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.72,,,,,,,
1565924495,Using Samba (O'Reilly System Administration),Robert Eckstein,1999,http://images.amazon.com/images/P/1565924495.01.LZZZZZZZ.jpg,413,3.49,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.66,,,,,,,
1564024733,Guess How Much I Love You,Sam McBratney,1995,http://images.amazon.com/images/P/1564024733.01.LZZZZZZZ.jpg,32,4.37,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.62,,,,,,,
039474635X,Born Free: A Lioness of Two Worlds,Joy Adamson,1987,http://images.amazon.com/images/P/039474635X.01.LZZZZZZZ.jpg,221,4.18,Non Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.93,,,,,,,
1880656248,Undesigning the Bath,Leonard Koren,1996,http://images.amazon.com/images/P/1880656248.01.LZZZZZZZ.jpg,112,4.31,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.81,,,,,,,
051512012X,Cutting Edge,Robert W. Walker,1997,http://images.amazon.com/images/P/051512012X.01.LZZZZZZZ.jpg,424,3.59,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.11,,,,,,,
080211671X,How the Dead Live,Will Self,2000,http://images.amazon.com/images/P/080211671X.01.LZZZZZZZ.jpg,416,3.59,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.07,,,,,,,
055356272X,One Last Kiss,Judith Kelman,1994,http://images.amazon.com/images/P/055356272X.01.LZZZZZZZ.jpg,416,3.37,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.03,,,,,,,
1551660377,Used To Be Lovers,Linda Lael Miller,1995,http://images.amazon.com/images/P/1551660377.01.LZZZZZZZ.jpg,249,3.83,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.74,,,,,,,
068816112X,Replay,Ken Grimwood,1998,http://images.amazon.com/images/P/068816112X.01.LZZZZZZZ.jpg,311,4.16,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.83,,,,,,,
038547024X,The Black Opal,Victoria Holt,1993,http://images.amazon.com/images/P/038547024X.01.LZZZZZZZ.jpg,254,3.77,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.68,,,,,,,
1875989218,He Died with a Felafel in His Hand,John Birmingham,2000,http://images.amazon.com/images/P/1875989218.01.LZZZZZZZ.jpg,214,3.72,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.46,,,,,,,
034546673X,A Christmas Journey,ANNE PERRY,2003,http://images.amazon.com/images/P/034546673X.01.LZZZZZZZ.jpg,180,3.38,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.05,,,,,,,
055358443X,The Collapsium,Wil McCarthy,2002,http://images.amazon.com/images/P/055358443X.01.LZZZZZZZ.jpg,428,3.77,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.02,,,,,,,
1565049160,Psalms of Herod,Esther Freisner,1995,http://images.amazon.com/images/P/1565049160.01.LZZZZZZZ.jpg,478,3.91,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.54,,,,,,,
038080316X,Colony Fleet,Susan R. Matthews,2000,http://images.amazon.com/images/P/038080316X.01.LZZZZZZZ.jpg,304,3.55,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.57,,,,,,,
031205825X,A Body to Dye For : A Mystery (Stonewall Inn Mystery),Grant Michaels,1991,http://images.amazon.com/images/P/031205825X.01.LZZZZZZZ.jpg,241,3.82,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.79,,,,,,,
067152951X,The BEAST #2 (FEAR STREET ) : THE BEAST #2,R.L. Stine,1995,http://images.amazon.com/images/P/067152951X.01.LZZZZZZZ.jpg,132,3.68,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.25,,,,,,,
1565122410,What the Dormouse Said: Lessons for Grown-Ups from Children's Books,Amy Gash,1999,http://images.amazon.com/images/P/1565122410.01.LZZZZZZZ.jpg,146,3.76,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.17,,,,,,,
067165604X,Ethan of Athos,Lois McMaster Bujold,1986,http://images.amazon.com/images/P/067165604X.01.LZZZZZZZ.jpg,237,3.77,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.6,,,,,,,
1550810510,Random Passage,Bernice Morgan,1992,http://images.amazon.com/images/P/1550810510.01.LZZZZZZZ.jpg,272,4.03,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.51,,,,,,,
1555832660,Swords of the Rainbow,Eric Garber,1996,http://images.amazon.com/images/P/1555832660.01.LZZZZZZZ.jpg,352,3.52,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.37,,,,,,,
1885865422,Stocking Stuffers: Homoerotic Christmas Tales,David Laurents,2002,http://images.amazon.com/images/P/1885865422.01.LZZZZZZZ.jpg,100,3.56,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.82,,,,,,,
1573441546,Curbside Boys: The New York Years,Robert Kirby,2002,http://images.amazon.com/images/P/1573441546.01.LZZZZZZZ.jpg,150,4.23,Comics & Graphic Novels,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.01,,,,,,,
074343580X,March to the Sea,David Weber,2002,http://images.amazon.com/images/P/074343580X.01.LZZZZZZZ.jpg,672,4.21,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.83,,,,,,,
093941693X,We Came All the Way from Cuba So You Could Dress Like This: Stories,Achy Obejas,1994,http://images.amazon.com/images/P/093941693X.01.LZZZZZZZ.jpg,160,3.86,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.32,,,,,,,
1550545256,Lesser Blessed,Richard Van Camp,2004,http://images.amazon.com/images/P/1550545256.01.LZZZZZZZ.jpg,128,3.86,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.39,,,,,,,
1552094987,Mensa All-Color Puzzle Book 1: Hundreds of puzzles to challenge you,Robert Allen Robert Hallen,2000,http://images.amazon.com/images/P/1552094987.01.LZZZZZZZ.jpg,256,4,Non Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.98,,,,,,,
1551669137,A Wolf In Sheep's Clothing,Joan Johnston,2002,http://images.amazon.com/images/P/1551669137.01.LZZZZZZZ.jpg,256,3.89,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.01,,,,,,,
014034019X,The BFG,Roald Dahl,1985,http://images.amazon.com/images/P/014034019X.01.LZZZZZZZ.jpg,208,4.23,Non Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.53,,,,,,,
1553062892,I Read You Loud and Clear,Gaye Martin,2001,http://images.amazon.com/images/P/1553062892.01.LZZZZZZZ.jpg,180,0,Psychology & Philosophy,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.48,,,,,,,
1564586456,Eyewitness Travel Guide to San Francisco and Northern California (revised),Linda Williams,1999,http://images.amazon.com/images/P/1564586456.01.LZZZZZZZ.jpg,312,4,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.02,,,,,,,
046501299X,The Computers of Star Trek,Lois H. Gresh,2001,http://images.amazon.com/images/P/046501299X.01.LZZZZZZZ.jpg,192,3.25,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.56,,,,,,,
1841590452,Railway Architecture: Whistle Stops (Everyman Heritage Pocket Books),Peter Ashley,2001,http://images.amazon.com/images/P/1841590452.01.LZZZZZZZ.jpg,79,4,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.62,,,,,,,
1565049136,Resume With Monsters,William Browning Spencer,1996,http://images.amazon.com/images/P/1565049136.01.LZZZZZZZ.jpg,469,3.97,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.84,,,,,,,
